_id,name,factory,style,abv
beer_advocate_3122,Brains Open Casket,Brains,American Amber / Red Ale,4.5
beer_advocate_3123,Amber Lushus,Birdsview Brewing Company,American Amber / Red Ale,6.8
beer_advocate_3124,Sword Fight IRA,Mammoth Brewing Company,American Amber / Red Ale,6.0
beer_advocate_3125,Mezs (Forest),Alus DarbnÄ«ca Labietis,American Amber / Red Ale,5.5
beer_advocate_3126,Deputation Imperial Red Ale,Brannon's Pub and Brewery,American Amber / Red Ale,8.0
beer_advocate_3127,No Grain No Pain,Caldera Brewing Company,American Amber / Red Ale,5.4
beer_advocate_3128,James Squires Red Handed Red Ale,Malt Shovel Brewery,American Amber / Red Ale,5.2
beer_advocate_3129,Axlebox Amber,Railtown Brewing Company,American Amber / Red Ale,5.5
beer_advocate_3130,Ulysses Imperial Red Ale,Barley's Brewing Company,American Amber / Red Ale,
beer_advocate_3131,Waimea Wonders,Whetstone Station Restaurant and Brewery,American Amber / Red Ale,5.4
beer_advocate_3132,Ehret's Amber Ale,Knucklehead Craft Brewing,American Amber / Red Ale,
beer_advocate_3133,Quincy Smelter Golden Ale,Keweenaw Brewing Company,American Amber / Red Ale,
beer_advocate_3134,Phobos Single Hop Red Ale,Ecliptic Brewing,American Amber / Red Ale,7.4
beer_advocate_3135,RB 4:05,Rustic Brew,American Amber / Red Ale,
beer_advocate_3136,Wonder Red,Cascade Brewing / Raccoon Lodge & Brewpub,American Amber / Red Ale,5.0
beer_advocate_3137,Jewel Box Bronze,Liquid Riot Bottling Company,American Amber / Red Ale,6.0
beer_advocate_3138,Oliver's Shot Down In Flames,Pratt Street Ale House,American Amber / Red Ale,8.0
beer_advocate_3139,Honey Amber,Kaskaskia Brewing Company,American Amber / Red Ale,
beer_advocate_3140,Hamber,Thai Me Up / Melvin Brewing,American Amber / Red Ale,7.0
beer_advocate_3141,Nut Bush,Draught House Pub & Brewery,American Amber / Red Ale,
beer_advocate_3142,Anabatic Amber,Katabatic Brewing Company,American Amber / Red Ale,6.1
beer_advocate_3143,Roadster Red Ale,Pismo Brewing Company,American Amber / Red Ale,5.7
beer_advocate_3144,Brutal Brewing Texas State Of Mind Austin Amber,Spendrups Bryggeri AB,American Amber / Red Ale,5.0
beer_advocate_3145,Tap Amber,The Tap Brewery,American Amber / Red Ale,5.0
beer_advocate_3146,Monkey Wagon Amber,Bindlestick Brewing Co.,American Amber / Red Ale,
beer_advocate_3147,Lady Of The Lake,Glastonbury Ales,American Amber / Red Ale,4.2
beer_advocate_3148,Bone Dog Amber,Carbondale Beer Works,American Amber / Red Ale,5.6
beer_advocate_3149,The Walking Red,O.H.S.O. Eatery & Nano-Brewery,American Amber / Red Ale,8.5
beer_advocate_3150,The Lab Amber,The Lab Gastropub,American Amber / Red Ale,
beer_advocate_3151,Taildragger_s Tuskegee Red Tail,Saddle Mountain Brewing Company,American Amber / Red Ale,
beer_advocate_3152,Vetusta,Cerveza Nurse,American Amber / Red Ale,5.3
beer_advocate_3153,Indefinite Noises,The Courtyard Brewery,American Amber / Red Ale,6.2
beer_advocate_3154,Valle Del Tafi Roja,CervecerÃ­a CalchaquÃ­,American Amber / Red Ale,6.11
beer_advocate_3155,Rover Imperial Red,Bolt Brewery,American Amber / Red Ale,7.0
beer_advocate_3156,T.N.T. American Amber ESB,High Sierra Brewing Company,American Amber / Red Ale,
beer_advocate_3157,Agnew Amber,Dungeness Brewing,American Amber / Red Ale,
beer_advocate_3158,The Other Side Of 80 Collaboration Series: Southside Amber Lager,Turkey Hill Brewing Co. Pub & Grille,American Amber / Red Ale,
beer_advocate_3159,Thunder Canyon Rabbit's Marana Mild,Thunder Canyon Brewery,American Amber / Red Ale,5.2
beer_advocate_3160,Barbe BiÃ¨re,Ras L'Bock,American Amber / Red Ale,
beer_advocate_3161,Bourbon Mash Amber Ale,Stone Corral Brewery,American Amber / Red Ale,7.0
beer_advocate_3162,Amber The Enabler,Edge Brewing Company,American Amber / Red Ale,5.5
beer_advocate_3163,Pungo Red Ale,Two Fathers Beer Company,American Amber / Red Ale,4.4
beer_advocate_3164,Final Frontier Amber,Adventure Brewing Company,American Amber / Red Ale,6.3
beer_advocate_3165,Levitation Ale With Hibiscus,Stone Brewing Co.,American Amber / Red Ale,4.4
beer_advocate_3166,Brewer's Reserve Blitzgrieg,Townshend Brewery,American Amber / Red Ale,6.7
beer_advocate_3167,Ambrio,Grind Modern Burger & PostModern Brewers,American Amber / Red Ale,6.0
beer_advocate_3168,The Fez,Barley Mow Brewing Company,American Amber / Red Ale,5.3
beer_advocate_3169,36 Red,Sundowner Brewery,American Amber / Red Ale,7.9
beer_advocate_3170,Bonehead Red Bourbon Barrel Aged Imperial Red,Four Peaks Brewing Company - 8th Street Brewery,American Amber / Red Ale,8.0
beer_advocate_3171,Fox River Red,Fixture Brewing Company,American Amber / Red Ale,
beer_advocate_3172,Lumberjack Red,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.7
beer_advocate_3173,Red Krush,Montavilla Brew Works,American Amber / Red Ale,6.5
beer_advocate_3174,Hanging Rock,The Waen Brewery,American Amber / Red Ale,5.6
beer_advocate_3175,Rose City Red Ale,New Boswell Brewery & Tap Room,American Amber / Red Ale,5.7
beer_advocate_3176,Electrum Autumn Ale,Thirsty Monk,American Amber / Red Ale,5.5
beer_advocate_3177,Ciel _toilÃ©,Brasserie Dieu Du Ciel,American Amber / Red Ale,5.0
beer_advocate_3178,AAA,Siboire - DÃ©pÃ´t,American Amber / Red Ale,5.0
beer_advocate_3179,Rojo Grande,Picacho Peak Brewing Company,American Amber / Red Ale,4.8
beer_advocate_3180,The Hoppit Amber Ale,New Boswell Brewery & Tap Room,American Amber / Red Ale,6.0
beer_advocate_3181,Tokyo Ale No. 3,Tokyo Brewing Company,American Amber / Red Ale,
beer_advocate_3182,Ruby Tuesday,Boggart Hole Clough Brewing Co.,American Amber / Red Ale,3.9
beer_advocate_3183,Rock Creek Red,Blue House Mediterranean Cafe,American Amber / Red Ale,
beer_advocate_3184,Rum Raisin,Greenbush Brewing Company,American Amber / Red Ale,
beer_advocate_3185,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75
beer_advocate_3186,Proxima Centauri,The BottleHouse Brewing Company,American Amber / Red Ale,5.3
beer_advocate_3187,Angelic Amber,Picacho Peak Brewing Company,American Amber / Red Ale,5.8
beer_advocate_3188,Red Don,Phantom Canyon Brewing Company,American Amber / Red Ale,5.2
beer_advocate_3189,Electrum(Apple Brandy Barrel Aged),Black Acre Brewing Co.,American Amber / Red Ale,9.6
beer_advocate_3190,Freaks Amber,3 Freaks Brewery,American Amber / Red Ale,5.5
beer_advocate_3191,Coronado Imperial Red,Pleasure House Brewing,American Amber / Red Ale,7.8
beer_advocate_3192,Nan's Driving,Feral Brewing Co.,American Amber / Red Ale,3.2
beer_advocate_3193,Son Pampa,SON Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_3194,Uncle Bucks Autumn Amber,Uncle Buck's Brewery & Steakhouse,American Amber / Red Ale,
beer_advocate_3195,Spellbound,Merlin Microbrewery,American Amber / Red Ale,4.0
beer_advocate_3196,Brew School,Oskar Blues Grill & Brew,American Amber / Red Ale,8.1
beer_advocate_3197,Zingibeer Amber,Gravity BrewWorks,American Amber / Red Ale,
beer_advocate_3198,Red's Dirty Lil' Ale,Dodgeton Creek Brewing Co.,American Amber / Red Ale,5.1
beer_advocate_3199,Steamboat Smoked Ale,Hermann Wurst Haus,American Amber / Red Ale,5.6
beer_advocate_3200,Here's Your Damn Amber,North Sound Brewing Company,American Amber / Red Ale,5.1
beer_advocate_3201,Badger Ale,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,
beer_advocate_3202,Juniper Red Ale,Bacchus Brewing Co.,American Amber / Red Ale,4.7
beer_advocate_3203,Bunk Off!,Belly Love Brewing Company,American Amber / Red Ale,5.1
beer_advocate_3204,Dirty Redhead,GoatHouse Brewing,American Amber / Red Ale,7.5
beer_advocate_3205,Colorado Hoppy Red,New Belgium Brewing,American Amber / Red Ale,
beer_advocate_3206,Biere De Noel,Brewery Becker,American Amber / Red Ale,8.5
beer_advocate_3207,Unearthed,Muddy York Brewing Co.,American Amber / Red Ale,5.2
beer_advocate_3208,Galactic Amber Ale,Harvest Moon Brewery & Cafe,American Amber / Red Ale,4.8
beer_advocate_3209,Red Headed Step Child,Mississippi Brewing Company,American Amber / Red Ale,6.0
beer_advocate_3210,Freedom Soho Red,Freedom Brewery Ltd,American Amber / Red Ale,4.7
beer_advocate_3211,Pikkupomo,Ruosniemen Panimo,American Amber / Red Ale,6.0
beer_advocate_3212,My O My Amber Rye,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,
beer_advocate_3213,Redheaded Step Brewer,Departed Soles Brewing Co.,American Amber / Red Ale,5.8
beer_advocate_3214,Celebration Ale #4 Festbier,Det Lille Bryggeri,American Amber / Red Ale,5.0
beer_advocate_3215,Uncle Chugga,BrickHouse Brewery,American Amber / Red Ale,6.1
beer_advocate_3216,Vortex Red,Free State Brewing Co.,American Amber / Red Ale,
beer_advocate_3217,Snowy Owl,Sketchbook Brewing Company,American Amber / Red Ale,5.6
beer_advocate_3218,Fresh Hop Amber,Georgetown Brewing Company,American Amber / Red Ale,
beer_advocate_3219,Jacks Or Better,Wonder Bar (Wyoming State Brewing Company),American Amber / Red Ale,5.8
beer_advocate_3220,Amber Block,Intuition Ale Works,American Amber / Red Ale,
beer_advocate_3221,FU2 Amber Ale,Hillbilly Brewing,American Amber / Red Ale,
beer_advocate_3222,George's Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,
beer_advocate_3223,La Cotta Rossa,Societ_ Agricola Colleverde,American Amber / Red Ale,5.2
beer_advocate_3224,Lohi Amber,Denver Beer Co.,American Amber / Red Ale,
beer_advocate_3225,Critical Condition,Zeroday Brewing Co.,American Amber / Red Ale,8.0
beer_advocate_3226,SHR American Amber,Red Eye Brewing Company,American Amber / Red Ale,5.0
beer_advocate_3227,Hop Solo,Mother Earth Brew Co.,American Amber / Red Ale,4.5
beer_advocate_3228,Guato Gato,Florida Bebidas S.A.,American Amber / Red Ale,5.0
beer_advocate_3229,Toyon,Cambria Beer Company,American Amber / Red Ale,5.8
beer_advocate_3230,Blood Of My Enemies,Green Man Brewery,American Amber / Red Ale,7.9
beer_advocate_3231,Redeye P.A.,Bray's Brewing Company,American Amber / Red Ale,5.9
beer_advocate_3232,Santa Kisser,Port Townsend Brewing Company,American Amber / Red Ale,
beer_advocate_3233,Ascension Amber,Ascension Brewing Company,American Amber / Red Ale,
beer_advocate_3234,Hill Country Organic Amber,Uncle Billy's Brew & Que,American Amber / Red Ale,
beer_advocate_3235,Beach House With Pacific Gem,Strand Brewing Co.,American Amber / Red Ale,5.0
beer_advocate_3236,Rough Sesh,Stewart's Brewing Co.,American Amber / Red Ale,4.7
beer_advocate_3237,Local 303 Red IPA,Factotum Brewhouse,American Amber / Red Ale,5.8
beer_advocate_3238,Nipigon,Ore Dock Brewing Company,American Amber / Red Ale,
beer_advocate_3239,Frosty Morning,Brutopia,American Amber / Red Ale,5.0
beer_advocate_3240,Oakley's Amber,Elk Street Brewery & Tap Room,American Amber / Red Ale,4.6
beer_advocate_3241,La Belle _ L'_rable,Les 3 Brasseurs,American Amber / Red Ale,6.0
beer_advocate_3242,In Amber Clad,Conshohocken Brewing Company,American Amber / Red Ale,6.6
beer_advocate_3243,Velveteen,Eagle Rock Brewery,American Amber / Red Ale,5.25
beer_advocate_3244,Lil Orphan Amber,JDub's Brewing Company,American Amber / Red Ale,4.5
beer_advocate_3245,RED ALE Sow Your Oats,Rivertowne Pourhouse,American Amber / Red Ale,5.4
beer_advocate_3246,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,
beer_advocate_3247,Big! Red,Dave's BrewFarm,American Amber / Red Ale,4.3
beer_advocate_3248,"The ""Ginger"" A Red Ale",Elk Street Brewery & Tap Room,American Amber / Red Ale,6.8
beer_advocate_3249,Jurassic Duck Amber Ale,The Dodging Duck Brewhaus,American Amber / Red Ale,
beer_advocate_3250,Firehouse Red,Bull & Barrel Brew Pub,American Amber / Red Ale,5.3
beer_advocate_3251,Fresh Hop Red,Liquid Mechanics Brewing Co.,American Amber / Red Ale,7.4
beer_advocate_3252,Santa's Sack,The Funky Bow Brewery & Beer Company,American Amber / Red Ale,9.0
beer_advocate_3253,On The Road Red,Vagabond Brewing,American Amber / Red Ale,5.4
beer_advocate_3254,Gallows Hill Amber Ale,Two Rivers Brewing Company,American Amber / Red Ale,5.3
beer_advocate_3255,Cacao Red,Boston Beer Works - Canal Street,American Amber / Red Ale,5.0
beer_advocate_3256,The Mighty Wahoo,Palmetto Brewing Company,American Amber / Red Ale,5.4
beer_advocate_3257,Villa Street,Hermitage Brewing,American Amber / Red Ale,5.0
beer_advocate_3258,Alliance American Amber,Citizen Beer,American Amber / Red Ale,5.5
beer_advocate_3259,Slippery Slope,Telegraph Brewing Company,American Amber / Red Ale,
beer_advocate_3260,Red Oat-tober,Flat 12 Bierwerks,American Amber / Red Ale,4.66
beer_advocate_3261,Rupee Red,Yak and Yeti,American Amber / Red Ale,5.2
beer_advocate_3262,_rÃ¸ Red Ale,Rise Bryggeri,American Amber / Red Ale,4.8
beer_advocate_3263,Chillers Revenge,Falling Down Beer Co.,American Amber / Red Ale,6.0
beer_advocate_3264,Michaels Genuine Home Brew,Back Forty Beer Co.,American Amber / Red Ale,5.0
beer_advocate_3265,Amber Late Hop,Kaktus Brewing Company,American Amber / Red Ale,5.1
beer_advocate_3266,Gally Mac Amber,Gallaghers' U-Brew,American Amber / Red Ale,5.5
beer_advocate_3267,Black Rock,Boshkung Brewing Co.,American Amber / Red Ale,5.5
beer_advocate_3268,Man Vs Internet Vs Mothra,Solemn Oath Brewery,American Amber / Red Ale,8.5
beer_advocate_3269,Main Seidla Amber Spezial,Brauhaus Binkert GmbH & Co. KG,American Amber / Red Ale,5.9
beer_advocate_3270,Mamies Amber,Gold Camp Brewing Company,American Amber / Red Ale,4.7
beer_advocate_3271,Humpy Humpy Amber Ale,CervecerÃ­a Wendlandt,American Amber / Red Ale,5.4
beer_advocate_3272,Tank 10 Red,La Cumbre Brewing Co.,American Amber / Red Ale,6.8
beer_advocate_3273,Compass Rose Amber Ale,Lost Province Brewing Co.,American Amber / Red Ale,5.5
beer_advocate_3274,Canadian Maple,Stensbogaard Bryghus,American Amber / Red Ale,5.2
beer_advocate_3275,Imperial Reggae Red,SLO Brewing Co.,American Amber / Red Ale,10.0
beer_advocate_3276,Neil Diamond Cereal,ShuBrew,American Amber / Red Ale,8.3
beer_advocate_3277,Avro Arrow Maple Red Ale,Barnstormer Brewing & Pizzeria,American Amber / Red Ale,5.6
beer_advocate_3278,Calm It,Barrier Brewing Company,American Amber / Red Ale,5.2
beer_advocate_3279,Maple Red,Marley's Brewery And Grille,American Amber / Red Ale,6.2
beer_advocate_3280,A-HOAP Nitro Beluga,Pinthouse Pizza Craft Brewpub,American Amber / Red Ale,5.8
beer_advocate_3281,Pre-prohibition Lager,612 Brew,American Amber / Red Ale,5.2
beer_advocate_3282,Redfish Ale,Telluride Brewing Co.,American Amber / Red Ale,5.4
beer_advocate_3283,Balls Of Fire,Sick N Twisted Brewing Co.,American Amber / Red Ale,8.0
beer_advocate_3284,Barrel Aged Table Rock Red,White River Brewing Company,American Amber / Red Ale,6.0
beer_advocate_3285,Misconception Amber Ale,Bitter Esters Brewhouse,American Amber / Red Ale,5.5
beer_advocate_3286,Beachside High Tide,Florida Beer Company,American Amber / Red Ale,8.5
beer_advocate_3287,Kyoto Craft Hanamachi Amber Ale,Matsuya Kyoto Machiya Beer Brewery,American Amber / Red Ale,5.0
beer_advocate_3288,Roja Red Ale,Cadejo Brewing Co.,American Amber / Red Ale,5.7
beer_advocate_3289,Maple Bacon,Intracoastal Brewing Company,American Amber / Red Ale,5.7
beer_advocate_3290,Kita-Kamakura No Megumi,Sankt Gallen Brewery,American Amber / Red Ale,5.0
beer_advocate_3291,Rita Red,Back Street Brewery,American Amber / Red Ale,
beer_advocate_3292,Lumberjack Red Ale,Rustic Road Brewing Company,American Amber / Red Ale,6.6
beer_advocate_3293,BiÃ¨re Du Vercors Rousse,BiÃ¨re du Vercors,American Amber / Red Ale,6.0
beer_advocate_3294,Ember Smoked Red Ale,Scuttlebutt Brewing Company,American Amber / Red Ale,5.0
beer_advocate_3295,City Shuffle,ShinDigger Brewing Co,American Amber / Red Ale,5.1
beer_advocate_3296,Rough Swan,Hop Lot Brewing Company,American Amber / Red Ale,6.0
beer_advocate_3297,To The Head Red,One World Brewing,American Amber / Red Ale,6.3
beer_advocate_3298,Amberosia,Nevin's Brewing Company,American Amber / Red Ale,5.2
beer_advocate_3299,Athens 1815 Amber,Crossroads Brewing Company,American Amber / Red Ale,5.5
beer_advocate_3300,Brett Red,Alpha Brewing Company,American Amber / Red Ale,7.0
beer_advocate_3301,Lone Ranger Red,Snowy Mountain Brewery,American Amber / Red Ale,7.0
beer_advocate_3302,Alamo Amber Lager,Alamo Beer Co.,American Amber / Red Ale,5.5
beer_advocate_3303,Hector's Bell Amber Ale,Get Well,American Amber / Red Ale,5.0
beer_advocate_3304,Rosso,Bier Fabriek,American Amber / Red Ale,
beer_advocate_3305,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,9.1
beer_advocate_3306,Gambler Amber,Outlaw Brewing,American Amber / Red Ale,5.6
beer_advocate_3307,Grandma's Cookies,Rockford Brewing Company,American Amber / Red Ale,6.5
beer_advocate_3308,Lake Effect Aged Red,Lake Effect Brewing Co.,American Amber / Red Ale,8.0
beer_advocate_3309,Aqula American Amber Ale,Bier Kaffee Aqula,American Amber / Red Ale,4.5
beer_advocate_3310,Crin Blanc,Brasserie Rouget De Lisle,American Amber / Red Ale,6.0
beer_advocate_3311,Bacon Chili Jam,Buffalo Bayou Brewing Co,American Amber / Red Ale,7.0
beer_advocate_3312,Gaddy's Irish Red,Fifty West Brewing Co,American Amber / Red Ale,6.0
beer_advocate_3313,Akinaga Red IPA,Ushitora Brewing,American Amber / Red Ale,5.3
beer_advocate_3314,Pole Axe,Fulton Pub & Brewery (McMenamins),American Amber / Red Ale,
beer_advocate_3315,Fadeaway Amber Ale,Deschutes Brewery,American Amber / Red Ale,6.5
beer_advocate_3316,Beaubien's Ribbon Farm,Right Brain Brewery,American Amber / Red Ale,
beer_advocate_3317,New Olde Horny Brew,CB Craft Brewers,American Amber / Red Ale,4.5
beer_advocate_3318,Penny For Your Thoughts Copper Ale,The Wrecking Bar Brewpub,American Amber / Red Ale,5.1
beer_advocate_3319,Teton Tart Red Ale,Snake River Brewing Company & Brewpub,American Amber / Red Ale,5.9
beer_advocate_3320,Brush Fire Bourbon And Cabernet Barrel Blend,Old Firehouse Brewing,American Amber / Red Ale,8.5
beer_advocate_3321,Swirvalicious Double Red Ale,Wildlife Brewing & Pizza,American Amber / Red Ale,6.5
beer_advocate_3322,Coyote Spirit,Feather Falls Casino Brewing Company,American Amber / Red Ale,
beer_advocate_3323,NW Amber Ale,Airways Brewing Company,American Amber / Red Ale,5.1
beer_advocate_3324,Double Buffalo On Maple,Buffalo Bayou Brewing Co,American Amber / Red Ale,
beer_advocate_3325,Roundabout Imperial Red Ale,Bonfire Brewing Co.,American Amber / Red Ale,8.8
beer_advocate_3326,Wreck Yo Self,Figueroa Mountain Brewing Co.,American Amber / Red Ale,7.5
beer_advocate_3327,Road To The Abbey,Acoustic Ales Brewing Experiment,American Amber / Red Ale,5.8
beer_advocate_3328,Shooting Star Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.0
beer_advocate_3329,Daywalker,Maui Brewing Co.,American Amber / Red Ale,5.8
beer_advocate_3330,Dry-Hopped Red Ale,Burdick Brewery,American Amber / Red Ale,5.0
beer_advocate_3331,Revenge,The Foundry / Cantebury Brewers,American Amber / Red Ale,7.4
beer_advocate_3332,Steppin' Out Ale,Slip Point Brewing,American Amber / Red Ale,
beer_advocate_3333,Kracken Amber Ale,Spinnakers Gastro Brewpub & Guesthouse,American Amber / Red Ale,8.0
beer_advocate_3334,Hoppy Hour Amber,Skull Camp Brewing,American Amber / Red Ale,5.9
beer_advocate_3335,Big Al's Amber,1188 Brewing Company,American Amber / Red Ale,
beer_advocate_3336,Cherry Queen Amber Ale,Right Brain Brewery,American Amber / Red Ale,5.0
beer_advocate_3337,Flying Squirrel Ale,Otto's Pub and Brewery,American Amber / Red Ale,5.1
beer_advocate_3338,Rust Ale,Birrificio Doppio Malto,American Amber / Red Ale,
beer_advocate_3339,Burial At Sea,Pratt Street Ale House,American Amber / Red Ale,5.5
beer_advocate_3340,Aman's Amber Ale,Grand Rapids Brewing Company,American Amber / Red Ale,3.0
beer_advocate_3341,Campfire Lager,Broken Tooth Brewing,American Amber / Red Ale,5.5
beer_advocate_3342,Noeul Red Rye (Sunset),The Four Seasons Craft Beer Pub,American Amber / Red Ale,5.5
beer_advocate_3343,Statler Amber Ale,Batch Brewing Co.,American Amber / Red Ale,4.6
beer_advocate_3344,Perle Des _les,BiÃ¨res Artisanales Artzner,American Amber / Red Ale,5.2
beer_advocate_3345,Hoku'ula Red,Maui Brewing Co.,American Amber / Red Ale,7.0
beer_advocate_3346,Redlands 125th Anniversary Red Ale,Hangar 24 Brewery,American Amber / Red Ale,6.2
beer_advocate_3347,Raspberry Red Ale,Jack Russell Brewing Company,American Amber / Red Ale,5.5
beer_advocate_3348,Apple Spice Amber,West Sixth Brewing Company,American Amber / Red Ale,5.0
beer_advocate_3349,Danske Squared,Solvang Brewing Company,American Amber / Red Ale,9.9
beer_advocate_3350,Session Amber,First Magnitude Brewing Company,American Amber / Red Ale,4.3
beer_advocate_3351,Arrr Amber,Blackjack Brewing Company,American Amber / Red Ale,5.3
beer_advocate_3352,Sly Amber,Dragoon Brewing Co.,American Amber / Red Ale,5.6
beer_advocate_3353,Wrenclaw,One Barrel Brewing Company,American Amber / Red Ale,6.5
beer_advocate_3354,Ruby Knot Red,Diamond Knot Brewery,American Amber / Red Ale,
beer_advocate_3355,Moose Hide Amber,Mooselick Brewing,American Amber / Red Ale,6.3
beer_advocate_3356,311 Amber Ale,Nebraska Brewing Company,American Amber / Red Ale,5.5
beer_advocate_3357,16|01 Red Ale (Galena & Bramling),Brew By Numbers,American Amber / Red Ale,6.2
beer_advocate_3358,Shady Lane Amber,Heavy Riff Brewing Company,American Amber / Red Ale,4.5
beer_advocate_3359,Match The Drapes Amber,Rupert's Brew House,American Amber / Red Ale,6.4
beer_advocate_3360,Red Hammer Ale,Bathtub Row Brewing Co-op,American Amber / Red Ale,7.1
beer_advocate_3361,Double Pagoda Pit Road Red,Thr3e Wise Men,American Amber / Red Ale,8.5
beer_advocate_3362,Indian Summer,Cayucos Brewing Company,American Amber / Red Ale,
beer_advocate_3363,Metro Gnome,The Hourglass Brewery,American Amber / Red Ale,5.6
beer_advocate_3364,Red Ale Com Beterraba,Casa Do Fritz,American Amber / Red Ale,5.2
beer_advocate_3365,The Nuts,Martha's Exchange,American Amber / Red Ale,
beer_advocate_3366,Resurrection Red,The Lucky Monk,American Amber / Red Ale,5.5
beer_advocate_3367,Fred's Raging Red,Sockeye Brewing,American Amber / Red Ale,6.5
beer_advocate_3368,Spring Fling,Broken Stick Brewing Company,American Amber / Red Ale,6.3
beer_advocate_3369,Koji Red Ale,äº_ Capital Brewing Co.,American Amber / Red Ale,6.4
beer_advocate_3370,Clef Des Champs,Brasserie Dieu Du Ciel,American Amber / Red Ale,5.0
beer_advocate_3371,Ringwood Red,Second Street Brewery,American Amber / Red Ale,6.4
beer_advocate_3372,Red Toad Amber Ale,Blue Cat Brew Pub,American Amber / Red Ale,5.7
beer_advocate_3373,Barbe Torte,Brasserie De La Soif,American Amber / Red Ale,5.0
beer_advocate_3374,Fresh Hopped Amber Ale,Loveland Aleworks,American Amber / Red Ale,6.2
beer_advocate_3375,Burdock Ale,Scratch Brewing Company,American Amber / Red Ale,5.8
beer_advocate_3376,Zeelander Red,The Beer Company,American Amber / Red Ale,7.0
beer_advocate_3377,Moore Hops Please,Narrows Brewing Co.,American Amber / Red Ale,6.1
beer_advocate_3378,Brett Trois Red Rye ISA,Old Abbey Ales,American Amber / Red Ale,4.2
beer_advocate_3379,La Bourbon Rousse,Brasseries De Bourbon,American Amber / Red Ale,5.0
beer_advocate_3380,Pilot Batch WhereHouse,Captain Lawrence Brewing Co.,American Amber / Red Ale,6.5
beer_advocate_3381,Willoughby American Amber Ale,Willoughby Brewing,American Amber / Red Ale,4.9
beer_advocate_3382,Red Earl Ruby Ale,Pokertree Brewing Co,American Amber / Red Ale,5.5
beer_advocate_3383,HOPe Bohemic,HOPe Artesana,American Amber / Red Ale,6.0
beer_advocate_3384,Dock Start Amber Ale,Flathead Lake Brewing Company,American Amber / Red Ale,5.6
beer_advocate_3385,Wet Hop Prohibition,Speakeasy Ales & Lagers,American Amber / Red Ale,6.1
beer_advocate_3386,The Blind Eye,Croocked Moon Brewing,American Amber / Red Ale,
beer_advocate_3387,Brewer's Reserve Oreti Red,The Emerson Brewing Company,American Amber / Red Ale,6.0
beer_advocate_3388,Stone Liberty Station Outbreak Series: Red Ale,Stone Brewing Co.,American Amber / Red Ale,7.0
beer_advocate_3389,Big Red Oak,Deschutes Brewery,American Amber / Red Ale,8.6
beer_advocate_3390,First Responder Red,Firetrucker Brewery,American Amber / Red Ale,5.2
beer_advocate_3391,Red Ain't Dead,Nevin's Brewing Company,American Amber / Red Ale,6.0
beer_advocate_3392,Aguila Del Sur Rubia,Otro Mundo Brewing Company,American Amber / Red Ale,
beer_advocate_3393,Jessica Rabbit Red Ale,Funky Buddha Brewery,American Amber / Red Ale,
beer_advocate_3394,Batch #0055 - Imperial Amber,3cross Brewing Company,American Amber / Red Ale,7.0
beer_advocate_3395,Scarlet Street,Naked City Taphouse,American Amber / Red Ale,8.0
beer_advocate_3396,Calvinus Amber,Brauerei Locher AG,American Amber / Red Ale,4.8
beer_advocate_3397,BarbaRoja Floral,Cerveza Artesanal BarbaRoja,American Amber / Red Ale,
beer_advocate_3398,Nightmare Canyon,Triple Crossing Brewing,American Amber / Red Ale,6.3
beer_advocate_3399,Zombie Dog,Tahoe Mountain Brewing Co.,American Amber / Red Ale,6.6
beer_advocate_3400,S.M.R.T. Amber,Mispillion River Brewing,American Amber / Red Ale,5.2
beer_advocate_3401,Fluck's Incapacitor,Freetail Brewing Company,American Amber / Red Ale,6.4
beer_advocate_3402,Red Shedman's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.6
beer_advocate_3403,Bridalveil Amber Ale,Sequoia Brewing Company,American Amber / Red Ale,5.8
beer_advocate_3404,Pacific At Sunset,DragaÅ¡ Brewing,American Amber / Red Ale,5.6
beer_advocate_3405,Brock Street Irish Red,Brock Street Brewing Company,American Amber / Red Ale,5.5
beer_advocate_3406,Deva Amber,Cervezas Deva,American Amber / Red Ale,6.0
beer_advocate_3407,Boreal Amber,Seven Arrows Brewing Company,American Amber / Red Ale,5.6
beer_advocate_3408,King Coco,Four Sons Brewing,American Amber / Red Ale,10.0
beer_advocate_3409,Willamette Valley,Barrier Brewing Company,American Amber / Red Ale,5.2
beer_advocate_3410,Trebek_s 'Stache Imperial Red,Holy City Brewing,American Amber / Red Ale,7.7
beer_advocate_3411,Albemarle Amber Ale,C'ville-ian Brewing Company,American Amber / Red Ale,5.7
beer_advocate_3412,On Wisconsin Red Ale,Badger State Brewing Company,American Amber / Red Ale,6.5
beer_advocate_3413,Catch Me If You Can,Prison City Pub & Brewery,American Amber / Red Ale,5.7
